Technology_Text__c,Sub_Technology_Text__c,SW_Version__c,num,Norm_SWV
Data Center and Storage Networking,"Nexus 7000 Series Switch - Packet Drops, Discards and Performance Issues",NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Telepresence,Cisco Meeting Management - CMM,1,1,1
Telepresence,Cisco Meeting Management - CMM,2.6.1,1,2.6.1
Telepresence,Cisco Meeting Management - CMM,CMS 3.1 Beta 1,1,3.1
Identity Services Engine (ISE) - 2.6,ISE Admin Access,2.7.0,1,2.7.0
Security - Access Control - AAA and Policy Management,Radius/AAA,2.4.0,1,2.4.0
Security - Access Control - AAA and Policy Management,Radius/AAA,2.1.0,1,2.1.0
Cisco Secure Firewall Firepower - 6.6,Firepower Threat Defense (FTD) - Policy Deployment / Flex-Config Issue-6.6,1,1,1
Data Center Storage and Storage Area Networking (SAN),Hyperflex Data Platform - VMware vSphere,2.0.1,1,2.0.1
Collaboration and Conferencing,WebEx Acceleration Node,asr1000-advipservicesk9-(rp1)pkg.122-33.XN,3,122.33
LAN Switching,Cat2960,NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Wireless,CMX 3375 Appliance,10.X,1,10
Telepresence,Collaboration Edge / Mobile and Remote Access (MRA),1,1,1
Telepresence,Collaboration Edge / Mobile and Remote Access (MRA),X12.7.1,1,12.7.1
LAN Switching,Cat9500,16.6.1,1,16.6.1
LAN Switching,Cat9000 - Memory Leak,cat9k_iosxe.16.12.04.SPA.bin,3,16.12.04
Identity Services Engine (ISE) - 2.6,ISE Dashboards / LiveLogs / Context Visibility,2.6 Patch 6,1,2.6
Security - Network Firewalls and Intrusion Prevention Systems,Intrusion Prevention System (IPS) ASA Security Service Module (AIP-SSM),ASA,3,ASA
LAN Switching,Cat6880/6840/6824/6816 (Fixed Supervisor) VSS,15.2(1)SY7,1,15.2.1
Security - Network Firewalls and Intrusion Prevention Systems,"AMP for Networks, Firepower - Advanced Malware Protection (Network AMP)",CISCO FIRESIGHT DEFENSE CENTER,3,CISCO FIRESIGHT DEFENSE CENTER
Data Center Storage and Storage Area Networking (SAN),Hyperflex Hardware Infrastructure - Compute Node,2.2(8),1,2.2.8
Identity Services Engine (ISE) - 3.0,ISE APIs (pxGrid / REST),3,1,3
Data Center and Storage Networking,Nexus 9300 ( Non EX/FX/R Series) - Switching Issue,2.2,1,2.2
NMS (Network Management Services),"Prime Infrastructure 3.9  (performance, process crash and wired)",3.8.1,1,3.8.1
Identity Services Engine (ISE) - 3.1,ISE Install / Password Recovery / Backup / Restore / Hardware Failure,1,1,1
